msg_id,timestamp_raw,timestamp_et,date_et,time_et,hour_et,minute_et,day_of_week,has_image,image_file,text,msg_type,spx_levels,main_level,stop_level,below_level,above_level,is_hero,has_hourly_stop,has_daily_stop,is_scalper,source_file,spy_at_alert,spx_approx_at_alert,otm_pct,distance_from_level,spx_above_level,option_strike_used,option_ticker,option_price_at_alert,option_price_eod,option_max_after_alert,option_min_after_alert,option_pct_gain_max,option_pct_loss_max,is_winner,is_loser,time_to_max_minutes
28967,12.01.2026 19:21:27 UTC+03:00,2026-01-12 11:21:27,2026-01-12,11:21,11,21,Monday,True,photos/photo_20733@12-01-2026_19-21-27.jpg,$SPX (W) PUT HERO | اليوم⚡️,SPX_PUT_HERO,,,,,,True,False,False,False,telegram_data/messages.html,,,,,,,,,,,,,,,,
28970,12.01.2026 19:22:27 UTC+03:00,2026-01-12 11:22:27,2026-01-12,11:22,11,22,Monday,True,photos/photo_20736@12-01-2026_19-22-27.jpg,$SPX PUT (HERO) ⚡️ STOP 🛑 6980 اغلاق ساعة ⛔️,SPX_PUT_HERO,6980,6980.0,6980.0,,,True,True,False,False,telegram_data/messages.html,694.248,6942.4800000000005,-0.54,-37.5,False,6980.0,O:SPXW260112P06980000,13.9,2.52,15.8,0.75,13.7,-94.6,False,True,9.55
28977,12.01.2026 21:32:30 UTC+03:00,2026-01-12 13:32:30,2026-01-12,13:32,13,32,Monday,True,photos/photo_20742@12-01-2026_21-32-30.jpg,SPX(W) PUT HERO | اليوم⚡️,SPX_PUT_HERO,,,,,,True,False,False,False,telegram_data/messages.html,,,,,,,,,,,,,,,,
28978,12.01.2026 21:32:30 UTC+03:00,2026-01-12 13:32:30,2026-01-12,13:32,13,32,Monday,True,photos/photo_20743@12-01-2026_21-32-30.jpg,SPX(W) PUT HERO | اليوم⚡️,SPX_PUT_HERO,,,,,,True,False,False,False,telegram_data/messages.html,,,,,,,,,,,,,,,,
29143,15.01.2026 18:46:05 UTC+03:00,2026-01-15 10:46:05,2026-01-15,10:46,10,46,Thursday,True,photos/photo_20860@15-01-2026_18-46-05.jpg,$SPX PUT HERO !⚡️ STOP 🛑 6985 ❌,SPX_PUT_HERO,6985,6985.0,6985.0,,,True,False,False,False,telegram_data/messages.html,693.43,6934.299999999999,-0.731,-50.7,False,6985.0,O:SPXW260115P06985000,24.8,41.1,45.23,9.3,82.4,-62.5,True,True,302.9166666666667
29145,15.01.2026 19:12:22 UTC+03:00,2026-01-15 11:12:22,2026-01-15,11:12,11,12,Thursday,True,photos/photo_20862@15-01-2026_19-12-22.jpg,$SPX PUT HERO !⚡️ STOP 🛑 6985 ❌,SPX_PUT_HERO,6985,6985.0,6985.0,,,True,False,False,False,telegram_data/messages.html,694.61,6946.1,-0.56,-38.9,False,6985.0,O:SPXW260115P06985000,17.1,41.1,45.23,9.3,164.5,-45.6,True,True,276.6333333333333
29151,15.01.2026 20:31:32 UTC+03:00,2026-01-15 12:31:32,2026-01-15,12:31,12,31,Thursday,True,photos/photo_20867@15-01-2026_20-31-32.jpg,$SPX PUT HERO | 16-JAN | غداً ⚡️,SPX_PUT_HERO,,,,,,True,False,False,False,telegram_data/messages.html,,,,,,,,,,,,,,,,
29152,15.01.2026 20:31:32 UTC+03:00,2026-01-15 12:31:32,2026-01-15,12:31,12,31,Thursday,True,photos/photo_20868@15-01-2026_20-31-32.jpg,$SPX PUT HERO | 16-JAN | غداً ⚡️,SPX_PUT_HERO,,,,,,True,False,False,False,telegram_data/messages.html,,,,,,,,,,,,,,,,
29153,15.01.2026 20:31:32 UTC+03:00,2026-01-15 12:31:32,2026-01-15,12:31,12,31,Thursday,True,photos/photo_20869@15-01-2026_20-31-32.jpg,$SPX PUT HERO | 16-JAN | غداً ⚡️,SPX_PUT_HERO,,,,,,True,False,False,False,telegram_data/messages.html,,,,,,,,,,,,,,,,
29167,15.01.2026 20:38:59 UTC+03:00,2026-01-15 12:38:59,2026-01-15,12:38,12,38,Thursday,True,photos/photo_20883@15-01-2026_20-38-59.jpg,$SPX |PUT HERO ! STOP 🛑 6986❌,SPX_PUT_HERO,6986,6986.0,6986.0,,,True,False,False,False,telegram_data/messages.html,694.485,6944.85,-0.593,-41.1,False,,,,,,,,,,,
29187,16.01.2026 18:43:41 UTC+03:00,2026-01-16 10:43:41,2026-01-16,10:43,10,43,Friday,True,photos/photo_20899@16-01-2026_18-43-41.jpg,#US500 #تحديث ضارب PUT أدنى 6978 ⛔️,SPX_PUT_ALERT,6978,6978.0,,6978.0,,False,False,False,False,telegram_data/messages.html,690.69,6906.900000000001,-1.029,-71.1,False,,,,,,,,,,,
29192,16.01.2026 19:49:08 UTC+03:00,2026-01-16 11:49:08,2026-01-16,11:49,11,49,Friday,True,photos/photo_20904@16-01-2026_19-49-08.jpg,$SPX (w) PUT HERO | اليوم⚡️,SPX_PUT_HERO,,,,,,True,False,False,False,telegram_data/messages.html,,,,,,,,,,,,,,,,
29193,16.01.2026 19:49:08 UTC+03:00,2026-01-16 11:49:08,2026-01-16,11:49,11,49,Friday,True,photos/photo_20905@16-01-2026_19-49-08.jpg,$SPX (w) PUT HERO | اليوم⚡️,SPX_PUT_HERO,,,,,,True,False,False,False,telegram_data/messages.html,,,,,,,,,,,,,,,,
29194,16.01.2026 19:49:08 UTC+03:00,2026-01-16 11:49:08,2026-01-16,11:49,11,49,Friday,True,photos/photo_20906@16-01-2026_19-49-08.jpg,$SPX (w) PUT HERO | اليوم⚡️,SPX_PUT_HERO,,,,,,True,False,False,False,telegram_data/messages.html,,,,,,,,,,,,,,,,
29201,16.01.2026 21:46:44 UTC+03:00,2026-01-16 13:46:44,2026-01-16,13:46,13,46,Friday,True,photos/photo_20910@16-01-2026_21-46-44.jpg,$SPX (w) PUT HERO | اليوم⚡️,SPX_PUT_HERO,,,,,,True,False,False,False,telegram_data/messages.html,,,,,,,,,,,,,,,,
29202,16.01.2026 21:46:44 UTC+03:00,2026-01-16 13:46:44,2026-01-16,13:46,13,46,Friday,True,photos/photo_20911@16-01-2026_21-46-44.jpg,$SPX (w) PUT HERO | اليوم⚡️,SPX_PUT_HERO,,,,,,True,False,False,False,telegram_data/messages.html,,,,,,,,,,,,,,,,
29204,16.01.2026 22:11:18 UTC+03:00,2026-01-16 14:11:18,2026-01-16,14:11,14,11,Friday,True,photos/photo_20912@16-01-2026_22-11-18.jpg,$SPX (w) PUT HERO | اليوم⚡️,SPX_PUT_HERO,,,,,,True,False,False,False,telegram_data/messages.html,,,,,,,,,,,,,,,,
29205,16.01.2026 22:11:18 UTC+03:00,2026-01-16 14:11:18,2026-01-16,14:11,14,11,Friday,True,photos/photo_20913@16-01-2026_22-11-18.jpg,$SPX (w) PUT HERO | اليوم⚡️,SPX_PUT_HERO,,,,,,True,False,False,False,telegram_data/messages.html,,,,,,,,,,,,,,,,
29206,16.01.2026 22:11:18 UTC+03:00,2026-01-16 14:11:18,2026-01-16,14:11,14,11,Friday,True,photos/photo_20914@16-01-2026_22-11-18.jpg,$SPX (w) PUT HERO | اليوم⚡️,SPX_PUT_HERO,,,,,,True,False,False,False,telegram_data/messages.html,,,,,,,,,,,,,,,,
29292,20.01.2026 22:01:05 UTC+03:00,2026-01-20 14:01:05,2026-01-20,14:01,14,1,Tuesday,True,photos/photo_20959@20-01-2026_22-01-05.jpg,$SPX (CALL) HERO⚡️ STOP 🛑 6793 (15m)⛔️,SPX_CALL_ALERT,6793,6793.0,6793.0,,,True,False,False,False,telegram_data/messages.html,679.0499,6790.499,-0.037,-2.5,False,,,,,,,,,,,
29300,20.01.2026 22:39:02 UTC+03:00,2026-01-20 14:39:02,2026-01-20,14:39,14,39,Tuesday,True,photos/photo_20965@20-01-2026_22-39-02.jpg,$SPX (CALL) HERO⚡️ STOP 🛑 6793 (15m)⛔️ دخولك من أرباحك فقط💰,SPX_CALL_ALERT,6793,6793.0,6793.0,,,True,False,False,False,telegram_data/messages.html,678.07,6780.700000000001,-0.181,-12.3,False,,,,,,,,,,,
29323,21.01.2026 18:53:04 UTC+03:00,2026-01-21 10:53:04,2026-01-21,10:53,10,53,Wednesday,True,photos/photo_20984@21-01-2026_18-53-04.jpg,$SPX PUT HERO ⚡️ STOP 🛑 6885 ⛔️,SPX_PUT_HERO,6885,6885.0,6885.0,,,True,False,False,False,telegram_data/messages.html,685.07,6850.700000000001,-0.501,-34.3,False,6885.0,O:SPXW260121P06885000,16.42,9.9,79.4,1.4,383.6,-91.5,True,True,80.93333333333334
29386,21.01.2026 21:24:57 UTC+03:00,2026-01-21 13:24:57,2026-01-21,13:24,13,24,Wednesday,True,photos/photo_21036@21-01-2026_21-24-57.jpg,$SPX !!!!!⚡️ PUT HEro⚡️,SPX_PUT_HERO,,,,,,True,False,False,False,telegram_data/messages.html,,,,,,,,,,,,,,,,
29396,21.01.2026 22:04:12 UTC+03:00,2026-01-21 14:04:12,2026-01-21,14:04,14,4,Wednesday,True,photos/photo_21045@21-01-2026_22-04-12.jpg,$SPX ⚡️PUT HERO⚡️,SPX_PUT_HERO,,,,,,True,False,False,False,telegram_data/messages.html,,,,,,,,,,,,,,,,
29401,21.01.2026 22:52:22 UTC+03:00,2026-01-21 14:52:22,2026-01-21,14:52,14,52,Wednesday,True,photos/photo_21046@21-01-2026_22-52-22.jpg,$SPX ⚡️شايف التذبذب ! بسبب الأخبار بالنسبة PUT - مضاربي ⚡️ الوقف اغلاق يومي أعلى 6915❌,SPX_PUT_ALERT,6915,6915.0,,,6915.0,False,False,True,True,telegram_data/messages.html,687.635,6876.35,-0.562,-38.6,False,6915.0,O:SPXW260121P06915000,18.96,40.9,41.97,10.5,121.4,-44.6,True,True,63.63333333333333
29445,22.01.2026 18:03:05 UTC+03:00,2026-01-22 10:03:05,2026-01-22,10:03,10,3,Thursday,True,photos/photo_21077@22-01-2026_18-03-05.jpg,$SPX PUT HERO !⚡️,SPX_PUT_HERO,,,,,,True,False,False,False,telegram_data/messages.html,,,,,,,,,,,,,,,,
29455,22.01.2026 19:58:16 UTC+03:00,2026-01-22 11:58:16,2026-01-22,11:58,11,58,Thursday,True,photos/photo_21087@22-01-2026_19-58-16.jpg,$SPX PUT HERO⚡️ STOP 🛑 6945-6935 ⛔️,SPX_PUT_HERO,"6945,6935",6945.0,6945.0,,,True,False,False,False,telegram_data/messages.html,689.71,6897.1,-0.694,-47.9,False,6945.0,O:SPXW260122P06945000,27.2,31.3,45.1,12.08,65.8,-55.6,True,True,217.73333333333332
29489,23.01.2026 18:20:05 UTC+03:00,2026-01-23 10:20:05,2026-01-23,10:20,10,20,Friday,True,photos/photo_21118@23-01-2026_18-20-05.jpg,#US500 ⚡️ ⬇️ بشكل عام ادنى 6935-6925 PUT❤️ ضارب بوت واستفيد ☑️ النقطة الاهم كسر 6892 نشوف سريع🩸,SPX_PUT_ALERT,"6935,6925,6892",6935.0,,6935.0,,False,False,False,False,telegram_data/messages.html,688.9658,6889.657999999999,-0.658,-45.3,False,6935.0,O:SPXW260123P06935000,24.55,19.57,35.1,9.9,43.0,-59.7,False,True,158.91666666666666
29490,23.01.2026 18:20:05 UTC+03:00,2026-01-23 10:20:05,2026-01-23,10:20,10,20,Friday,True,photos/photo_21119@23-01-2026_18-20-05.jpg,$SPX PUT HERO ⚡️,SPX_PUT_HERO,,,,,,True,False,False,False,telegram_data/messages.html,,,,,,,,,,,,,,,,
29492,23.01.2026 19:07:04 UTC+03:00,2026-01-23 11:07:04,2026-01-23,11:07,11,7,Friday,True,photos/photo_21121@23-01-2026_19-07-04.jpg,$SPX PUT HERO !⚡️ أدنى نقاط : 6945-6935 مناسب👌🏻,SPX_PUT_HERO,"6945,6935",6945.0,,,,True,False,False,False,telegram_data/messages.html,690.27,6902.7,-0.613,-42.3,False,6945.0,O:SPXW260123P06945000,19.5,26.62,43.41,16.5,122.6,-15.4,True,False,111.93333333333334
29526,23.01.2026 22:30:55 UTC+03:00,2026-01-23 14:30:55,2026-01-23,14:30,14,30,Friday,True,photos/photo_21146@23-01-2026_22-30-55.jpg,$SPX HERO ⚡️ ادنى 6935-6930⛔️ PUT☑️,SPX_PUT_ALERT,"6935,6930",6935.0,,6935.0,,True,False,False,False,telegram_data/messages.html,689.75,6897.5,-0.544,-37.5,False,6935.0,O:SPXW260123P06935000,15.3,19.57,26.5,14.9,73.2,-2.6,True,False,40.083333333333336
29564,26.01.2026 18:41:18 UTC+03:00,2026-01-26 10:41:18,2026-01-26,10:41,10,41,Monday,True,photos/photo_21169@26-01-2026_18-41-18.jpg,$SPX | ⚡️PUT HERO ⚡️ أدنى 6985-6965 مازال سلبي⛔️,SPX_PUT_HERO,"6985,6965",6985.0,,6985.0,,True,False,False,False,telegram_data/messages.html,692.58,6925.8,-0.855,-59.2,False,6985.0,O:SPXW260126P06985000,34.1,34.7,37.33,21.0,9.5,-38.4,False,False,39.7
29567,26.01.2026 21:40:29 UTC+03:00,2026-01-26 13:40:29,2026-01-26,13:40,13,40,Monday,True,photos/photo_21171@26-01-2026_21-40-29.jpg,$SPX (W) PUT HERO اليوم مضاربي⚡️,SPX_PUT_HERO,,,,,,True,False,False,True,telegram_data/messages.html,,,,,,,,,,,,,,,,
29568,26.01.2026 21:40:29 UTC+03:00,2026-01-26 13:40:29,2026-01-26,13:40,13,40,Monday,True,photos/photo_21172@26-01-2026_21-40-29.jpg,$SPX (W) PUT HERO اليوم مضاربي⚡️,SPX_PUT_HERO,,,,,,True,False,False,True,telegram_data/messages.html,,,,,,,,,,,,,,,,
29569,26.01.2026 21:40:29 UTC+03:00,2026-01-26 13:40:29,2026-01-26,13:40,13,40,Monday,True,photos/photo_21173@26-01-2026_21-40-29.jpg,$SPX (W) PUT HERO اليوم مضاربي⚡️,SPX_PUT_HERO,,,,,,True,False,False,True,telegram_data/messages.html,,,,,,,,,,,,,,,,
29590,27.01.2026 18:06:35 UTC+03:00,2026-01-27 10:06:35,2026-01-27,10:06,10,6,Tuesday,True,photos/photo_21187@27-01-2026_18-06-35.jpg,$SPX ⚡️⬇️ ادنى نقاط 7000-6985 (PUT)⛔️ للمضارب ☑️,SPX_PUT_ALERT,"7000,6985",7000.0,,,,False,False,False,True,telegram_data/messages.html,694.85,6948.5,-0.741,-51.5,False,7000.0,O:SPXW260127P07000000,29.7,20.9,29.7,12.9,0.0,-56.6,False,True,0.4166666666666667
29593,27.01.2026 20:19:38 UTC+03:00,2026-01-27 12:19:38,2026-01-27,12:19,12,19,Tuesday,True,photos/photo_21190@27-01-2026_20-19-38.jpg,$SPX ⚡️ PUT HERO⛔️ مناسب ادنى 7000-6995☑️,SPX_PUT_HERO,"7000,6995",7000.0,,7000.0,,True,False,False,False,telegram_data/messages.html,695.54,6955.4,-0.641,-44.6,False,7000.0,O:SPXW260127P07000000,21.32,20.9,27.7,12.9,29.9,-39.5,False,False,42.36666666666667
29594,27.01.2026 21:10:12 UTC+03:00,2026-01-27 13:10:12,2026-01-27,13:10,13,10,Tuesday,True,photos/photo_21191@27-01-2026_21-10-12.jpg,$SPX ⚡️ تفاعل البوت (PUT) بكسر 6966⛔️ 🔴 حديث ترامب الساعة 10:00 م تداول بحذر وبدون كميات ⚠️,SPX_PUT_ALERT,6966,6966.0,,,,False,False,False,False,telegram_data/messages.html,695.03,6950.299999999999,-0.226,-15.7,False,,,,,,,,,,,
29595,27.01.2026 21:22:03 UTC+03:00,2026-01-27 13:22:03,2026-01-27,13:22,13,22,Tuesday,True,photos/photo_21192@27-01-2026_21-22-03.jpg,$SPX #تحديث ⛔️ بكل اختصار الـPUT بكسر 6966-6955🔴 غير ذالك يبقى إيجابي جداً جداً🟢,SPX_PUT_ALERT,"6966,6955",6966.0,,,,False,False,False,False,telegram_data/messages.html,695.8,6958.0,-0.115,-8.0,False,,,,,,,,,,,
29614,28.01.2026 23:15:11 UTC+03:00,2026-01-28 15:15:11,2026-01-28,15:15,15,15,Wednesday,True,photos/photo_21204@28-01-2026_23-15-11.jpg,$SPX PUT HERO ⚡️,SPX_PUT_HERO,,,,,,True,False,False,False,telegram_data/messages.html,,,,,,,,,,,,,,,,
29632,29.01.2026 20:42:26 UTC+03:00,2026-01-29 12:42:26,2026-01-29,12:42,12,42,Thursday,True,photos/photo_21216@29-01-2026_20-42-26.jpg,$SPX (W) PUT HERO ! ⚡️,SPX_PUT_HERO,,,,,,True,False,False,False,telegram_data/messages.html,,,,,,,,,,,,,,,,
29633,29.01.2026 20:42:26 UTC+03:00,2026-01-29 12:42:26,2026-01-29,12:42,12,42,Thursday,True,photos/photo_21217@29-01-2026_20-42-26.jpg,$SPX (W) PUT HERO ! ⚡️,SPX_PUT_HERO,,,,,,True,False,False,False,telegram_data/messages.html,,,,,,,,,,,,,,,,
29634,29.01.2026 20:42:26 UTC+03:00,2026-01-29 12:42:26,2026-01-29,12:42,12,42,Thursday,True,photos/photo_21218@29-01-2026_20-42-26.jpg,$SPX (W) PUT HERO ! ⚡️,SPX_PUT_HERO,,,,,,True,False,False,False,telegram_data/messages.html,,,,,,,,,,,,,,,,
29635,29.01.2026 20:42:26 UTC+03:00,2026-01-29 12:42:26,2026-01-29,12:42,12,42,Thursday,True,photos/photo_21219@29-01-2026_20-42-26.jpg,$SPX (W) PUT HERO ! ⚡️,SPX_PUT_HERO,,,,,,True,False,False,False,telegram_data/messages.html,,,,,,,,,,,,,,,,
29636,29.01.2026 20:42:26 UTC+03:00,2026-01-29 12:42:26,2026-01-29,12:42,12,42,Thursday,True,photos/photo_21220@29-01-2026_20-42-26.jpg,$SPX (W) PUT HERO ! ⚡️,SPX_PUT_HERO,,,,,,True,False,False,False,telegram_data/messages.html,,,,,,,,,,,,,,,,
29637,29.01.2026 20:42:31 UTC+03:00,2026-01-29 12:42:31,2026-01-29,12:42,12,42,Thursday,True,photos/photo_21221@29-01-2026_20-42-31.jpg,$SPX PUT HERO ⚡️ من أربـاحك💰,SPX_PUT_HERO,,,,,,True,False,False,False,telegram_data/messages.html,,,,,,,,,,,,,,,,
29664,29.01.2026 21:55:18 UTC+03:00,2026-01-29 13:55:18,2026-01-29,13:55,13,55,Thursday,True,photos/photo_21247@29-01-2026_21-55-18.jpg,$SPX (W) PUT HERO ! ⚡️,SPX_PUT_HERO,,,,,,True,False,False,False,telegram_data/messages.html,,,,,,,,,,,,,,,,
