msg_id,timestamp_raw,timestamp_et,date_et,time_et,hour_et,minute_et,day_of_week,has_image,image_file,text,msg_type,spx_levels,main_level,stop_level,below_level,above_level,is_hero,has_hourly_stop,has_daily_stop,is_scalper,source_file
28877,08.01.2026 17:44:34 UTC+03:00,2026-01-08 09:44:34,2026-01-08,09:44,9,44,Thursday,True,photos/photo_20661@08-01-2026_17-44-34.jpg,#US500 ⚡️ #تحديث,SPX_UPDATE,,,,,,False,False,False,False,telegram_data/messages.html
28888,08.01.2026 18:12:47 UTC+03:00,2026-01-08 10:12:47,2026-01-08,10:12,10,12,Thursday,True,photos/photo_20672@08-01-2026_18-12-47.jpg,#US500 ⚡️ دعم ! 6894 ⛔️ كسرها البوت سريع 🩸 أعلاها يكون إيجابي إلى مناطق الرفض ⚡️,SPX_ANALYSIS,6894,6894.0,,,,False,False,False,False,telegram_data/messages.html
28889,08.01.2026 18:24:14 UTC+03:00,2026-01-08 10:24:14,2026-01-08,10:24,10,24,Thursday,True,photos/photo_20673@08-01-2026_18-24-14.jpg,$SPX PUT HERO ⚡️ مناسب لمضارب البوت أدنى 6937 ⛔️,SPX_PUT_HERO,6937,6937.0,,6937.0,,True,False,False,True,telegram_data/messages.html
28893,08.01.2026 19:53:21 UTC+03:00,2026-01-08 11:53:21,2026-01-08,11:53,11,53,Thursday,True,photos/photo_20677@08-01-2026_19-53-21.jpg,$SPX PUT HERO ⚡️ للمضارب مره أخرى ادنى 6937⛔️,SPX_PUT_HERO,6937,6937.0,,6937.0,,True,False,False,True,telegram_data/messages.html
28898,09.01.2026 17:22:45 UTC+03:00,2026-01-09 09:22:45,2026-01-09,09:22,9,22,Friday,True,photos/photo_20679@09-01-2026_17-22-45.jpg,#US500 ⚡️ #تحديث ⚡️,SPX_UPDATE,,,,,,False,False,False,False,telegram_data/messages.html
28899,09.01.2026 17:46:45 UTC+03:00,2026-01-09 09:46:45,2026-01-09,09:46,9,46,Friday,True,photos/photo_20680@09-01-2026_17-46-45.jpg,$SPX PUT HERO ⚡️ ⛔️مناسب ادنى 6965-6955 ⛔️,SPX_PUT_HERO,"6965,6955",6965.0,,6965.0,,True,False,False,False,telegram_data/messages.html
28900,09.01.2026 17:58:48 UTC+03:00,2026-01-09 09:58:48,2026-01-09,09:58,9,58,Friday,True,photos/photo_20681@09-01-2026_17-58-48.jpg,$SPX | ⚡️ #تحديث ⚡️ كسر 6930-6920 (PUT)❤️ وبكل اختصار اغلاق ساعة ⬇️ ادنى 6930 البوت سريع 🩸,SPX_PUT_ALERT,"6930,6920,6930",6930.0,,6930.0,,False,True,False,False,telegram_data/messages.html
28904,09.01.2026 18:39:02 UTC+03:00,2026-01-09 10:39:02,2026-01-09,10:39,10,39,Friday,True,photos/photo_20684@09-01-2026_18-39-02.jpg,$SPX PUT HERO ⚡️ STOP 🛑 6965 ( 1H ),SPX_PUT_HERO,6965,6965.0,6965.0,,,True,True,False,False,telegram_data/messages.html
28905,09.01.2026 20:11:43 UTC+03:00,2026-01-09 12:11:43,2026-01-09,12:11,12,11,Friday,True,photos/photo_20685@09-01-2026_20-11-43.jpg,$SPX PUT HERO | مضاربي⚡️ ⛔️اغلاق الساعة القادمة ⛔️ اعلى نقطة 6965 ❌,SPX_PUT_HERO,6965,6965.0,,,,True,True,False,True,telegram_data/messages.html
28914,09.01.2026 21:01:22 UTC+03:00,2026-01-09 13:01:22,2026-01-09,13:01,13,1,Friday,True,photos/photo_20694@09-01-2026_21-01-22.jpg,$SPX (W) PUT HERO | اليوم⚡️,SPX_PUT_HERO,,,,,,True,False,False,False,telegram_data/messages.html
28915,09.01.2026 21:01:22 UTC+03:00,2026-01-09 13:01:22,2026-01-09,13:01,13,1,Friday,True,photos/photo_20695@09-01-2026_21-01-22.jpg,$SPX (W) PUT HERO | اليوم⚡️,SPX_PUT_HERO,,,,,,True,False,False,False,telegram_data/messages.html
28916,09.01.2026 21:01:22 UTC+03:00,2026-01-09 13:01:22,2026-01-09,13:01,13,1,Friday,True,photos/photo_20696@09-01-2026_21-01-22.jpg,$SPX (W) PUT HERO | اليوم⚡️,SPX_PUT_HERO,,,,,,True,False,False,False,telegram_data/messages.html
28917,09.01.2026 21:24:42 UTC+03:00,2026-01-09 13:24:42,2026-01-09,13:24,13,24,Friday,True,photos/photo_20697@09-01-2026_21-24-42.jpg,$SPX | يتفاعل بكسر نقطة 6957 ⚡️ مناسب لمضارب البوت⛔️,SPX_ANALYSIS,6957,6957.0,,,,False,False,False,True,telegram_data/messages.html
28936,09.01.2026 23:38:43 UTC+03:00,2026-01-09 15:38:43,2026-01-09,15:38,15,38,Friday,True,photos/photo_20714@09-01-2026_23-38-43.jpg,$SPX (W) PUT HERO | اليوم⚡️,SPX_PUT_HERO,,,,,,True,False,False,False,telegram_data/messages.html
28937,09.01.2026 23:38:43 UTC+03:00,2026-01-09 15:38:43,2026-01-09,15:38,15,38,Friday,True,photos/photo_20715@09-01-2026_23-38-43.jpg,$SPX (W) PUT HERO | اليوم⚡️,SPX_PUT_HERO,,,,,,True,False,False,False,telegram_data/messages.html
28963,12.01.2026 18:31:02 UTC+03:00,2026-01-12 10:31:02,2026-01-12,10:31,10,31,Monday,True,photos/photo_20729@12-01-2026_18-31-02.jpg,$SPX | #تحديث ⚡️ أدنى نقاط 6980 ضارب PUT⛔️ الوقف اغلاق ساعة 🔴,SPX_PUT_ALERT,6980,6980.0,,,,False,True,False,False,telegram_data/messages.html
28964,12.01.2026 18:33:19 UTC+03:00,2026-01-12 10:33:19,2026-01-12,10:33,10,33,Monday,True,photos/photo_20730@12-01-2026_18-33-19.jpg,بشكل عام : $SPX ⬇️ ضارب PUT أدنى 6980-6975 🔴 إغلاقنا ساعة أعلاها ⛔️,SPX_PUT_ALERT,"6980,6975",6980.0,,6980.0,,False,True,False,False,telegram_data/messages.html
28965,12.01.2026 19:21:27 UTC+03:00,2026-01-12 11:21:27,2026-01-12,11:21,11,21,Monday,True,photos/photo_20731@12-01-2026_19-21-27.jpg,$SPX (W) PUT HERO | اليوم⚡️,SPX_PUT_HERO,,,,,,True,False,False,False,telegram_data/messages.html
28966,12.01.2026 19:21:27 UTC+03:00,2026-01-12 11:21:27,2026-01-12,11:21,11,21,Monday,True,photos/photo_20732@12-01-2026_19-21-27.jpg,$SPX (W) PUT HERO | اليوم⚡️,SPX_PUT_HERO,,,,,,True,False,False,False,telegram_data/messages.html
28967,12.01.2026 19:21:27 UTC+03:00,2026-01-12 11:21:27,2026-01-12,11:21,11,21,Monday,True,photos/photo_20733@12-01-2026_19-21-27.jpg,$SPX (W) PUT HERO | اليوم⚡️,SPX_PUT_HERO,,,,,,True,False,False,False,telegram_data/messages.html
28970,12.01.2026 19:22:27 UTC+03:00,2026-01-12 11:22:27,2026-01-12,11:22,11,22,Monday,True,photos/photo_20736@12-01-2026_19-22-27.jpg,$SPX PUT (HERO) ⚡️ STOP 🛑 6980 اغلاق ساعة ⛔️,SPX_PUT_HERO,6980,6980.0,6980.0,,,True,True,False,False,telegram_data/messages.html
28974,12.01.2026 21:15:24 UTC+03:00,2026-01-12 13:15:24,2026-01-12,13:15,13,15,Monday,True,photos/photo_20739@12-01-2026_21-15-24.jpg,$SPX | #تحديث ⚡️ يفضل كسر 6966 البوت سريع🩸 منطقة الرفض الأخير ( 6980 )⛔️,SPX_UPDATE,"6966,6980",6966.0,,,,False,False,False,False,telegram_data/messages.html
28977,12.01.2026 21:32:30 UTC+03:00,2026-01-12 13:32:30,2026-01-12,13:32,13,32,Monday,True,photos/photo_20742@12-01-2026_21-32-30.jpg,SPX(W) PUT HERO | اليوم⚡️,SPX_PUT_HERO,,,,,,True,False,False,False,telegram_data/messages.html
28978,12.01.2026 21:32:30 UTC+03:00,2026-01-12 13:32:30,2026-01-12,13:32,13,32,Monday,True,photos/photo_20743@12-01-2026_21-32-30.jpg,SPX(W) PUT HERO | اليوم⚡️,SPX_PUT_HERO,,,,,,True,False,False,False,telegram_data/messages.html
28979,12.01.2026 21:32:47 UTC+03:00,2026-01-12 13:32:47,2026-01-12,13:32,13,32,Monday,True,photos/photo_20744@12-01-2026_21-32-47.jpg,$SPX ⚡️ للمضارب أدنى 6980⛔️,SPX_ANALYSIS,6980,6980.0,,6980.0,,False,False,False,True,telegram_data/messages.html
28980,12.01.2026 21:43:12 UTC+03:00,2026-01-12 13:43:12,2026-01-12,13:43,13,43,Monday,True,photos/photo_20745@12-01-2026_21-43-12.jpg,$SPX | #US500 #تحديث ⚡️ اغلاق يومي أعلى 6980 جميل جداً ☑️ ويستهدف🎯 7000-7045 💚 غير ذالك مازال سلبي ❤️🩸,SPX_UPDATE,"6980,7000,7045",6980.0,,,6980.0,False,False,True,False,telegram_data/messages.html
28981,12.01.2026 23:26:09 UTC+03:00,2026-01-12 15:26:09,2026-01-12,15:26,15,26,Monday,True,photos/photo_20746@12-01-2026_23-26-09.jpg,$SPX #تحديث ⚡️,SPX_UPDATE,,,,,,False,False,False,False,telegram_data/messages.html
28984,13.01.2026 00:03:42 UTC+03:00,2026-01-12 16:03:42,2026-01-12,16:03,16,3,Monday,True,photos/photo_20748@13-01-2026_00-03-42.jpg,$SPX | لم يغلق أعلى نقطة 6980⛔️ نتابع غداً ان شاءلله ❤️,SPX_ANALYSIS,6980,6980.0,,,,False,False,False,False,telegram_data/messages.html
28990,13.01.2026 17:57:54 UTC+03:00,2026-01-13 09:57:54,2026-01-13,09:57,9,57,Tuesday,True,photos/photo_20752@13-01-2026_17-57-54.jpg,$SPX #تحديث,SPX_UPDATE,,,,,,False,False,False,False,telegram_data/messages.html
29017,14.01.2026 07:10:56 UTC+03:00,2026-01-13 23:10:56,2026-01-13,23:10,23,10,Tuesday,False,,#US500 #تحديث 💛 https://snapchat.com/t/tTZeYv6d,SPX_UPDATE,,,,,,False,False,False,False,telegram_data/messages.html
29047,14.01.2026 18:37:33 UTC+03:00,2026-01-14 10:37:33,2026-01-14,10:37,10,37,Wednesday,True,photos/photo_20789@14-01-2026_18-37-33.jpg,$SPX ⚡️ بحال كسر نقطة 6900 البوت يستمر🩸,SPX_ANALYSIS,6900,6900.0,,,,False,False,False,False,telegram_data/messages.html
29048,14.01.2026 18:42:15 UTC+03:00,2026-01-14 10:42:15,2026-01-14,10:42,10,42,Wednesday,True,photos/photo_20790@14-01-2026_18-42-15.jpg,$SPX ⚡️ #تحديث ⛔️الأهداف تتحقق بشرط كسر 6900📈,SPX_UPDATE,6900,6900.0,,,,False,False,False,False,telegram_data/messages.html
29100,14.01.2026 22:27:22 UTC+03:00,2026-01-14 14:27:22,2026-01-14,14:27,14,27,Wednesday,True,photos/photo_20832@14-01-2026_22-27-22.jpg,$SPX #تحديث,SPX_UPDATE,,,,,,False,False,False,False,telegram_data/messages.html
29106,14.01.2026 23:09:10 UTC+03:00,2026-01-14 15:09:10,2026-01-14,15:09,15,9,Wednesday,True,photos/photo_20837@14-01-2026_23-09-10.jpg,$SPX | ⚡️ #تحديث ⚡️ يحترم الدعم وارتد سريع 👌🏻 اي عوده يكسرها البوت سريع 🩸 التذبذب عالي ،أتوقع ترامب يتحدث نراقب شمعة أخرى تأكيد ☑️,SPX_UPDATE,,,,,,False,False,False,False,telegram_data/messages.html
29141,15.01.2026 17:26:30 UTC+03:00,2026-01-15 09:26:30,2026-01-15,09:26,9,26,Thursday,True,photos/photo_20858@15-01-2026_17-26-30.jpg,⛔️ #US500 #تحديث ⚡️ مازال سلبي بحال وصل للمناطق جميل 👌🏻 وصيد PUT 🔴,SPX_UPDATE,,,,,,False,False,False,False,telegram_data/messages.html
29143,15.01.2026 18:46:05 UTC+03:00,2026-01-15 10:46:05,2026-01-15,10:46,10,46,Thursday,True,photos/photo_20860@15-01-2026_18-46-05.jpg,$SPX PUT HERO !⚡️ STOP 🛑 6985 ❌,SPX_PUT_HERO,6985,6985.0,6985.0,,,True,False,False,False,telegram_data/messages.html
29144,15.01.2026 18:56:16 UTC+03:00,2026-01-15 10:56:16,2026-01-15,10:56,10,56,Thursday,True,photos/photo_20861@15-01-2026_18-56-16.jpg,$SPX #تحديث ⚡️ لا تنسى ياصديقي نقطة الكسر 6953⛔️ ادناها البوت سريع 🩸 وأعلاها إيجابي✅,SPX_UPDATE,6953,6953.0,,,,False,False,False,False,telegram_data/messages.html
29145,15.01.2026 19:12:22 UTC+03:00,2026-01-15 11:12:22,2026-01-15,11:12,11,12,Thursday,True,photos/photo_20862@15-01-2026_19-12-22.jpg,$SPX PUT HERO !⚡️ STOP 🛑 6985 ❌,SPX_PUT_HERO,6985,6985.0,6985.0,,,True,False,False,False,telegram_data/messages.html
29148,15.01.2026 20:11:31 UTC+03:00,2026-01-15 12:11:31,2026-01-15,12:11,12,11,Thursday,True,photos/photo_20864@15-01-2026_20-11-31.jpg,$SPX #تحديث,SPX_UPDATE,,,,,,False,False,False,False,telegram_data/messages.html
29151,15.01.2026 20:31:32 UTC+03:00,2026-01-15 12:31:32,2026-01-15,12:31,12,31,Thursday,True,photos/photo_20867@15-01-2026_20-31-32.jpg,$SPX PUT HERO | 16-JAN | غداً ⚡️,SPX_PUT_HERO,,,,,,True,False,False,False,telegram_data/messages.html
29152,15.01.2026 20:31:32 UTC+03:00,2026-01-15 12:31:32,2026-01-15,12:31,12,31,Thursday,True,photos/photo_20868@15-01-2026_20-31-32.jpg,$SPX PUT HERO | 16-JAN | غداً ⚡️,SPX_PUT_HERO,,,,,,True,False,False,False,telegram_data/messages.html
29153,15.01.2026 20:31:32 UTC+03:00,2026-01-15 12:31:32,2026-01-15,12:31,12,31,Thursday,True,photos/photo_20869@15-01-2026_20-31-32.jpg,$SPX PUT HERO | 16-JAN | غداً ⚡️,SPX_PUT_HERO,,,,,,True,False,False,False,telegram_data/messages.html
29167,15.01.2026 20:38:59 UTC+03:00,2026-01-15 12:38:59,2026-01-15,12:38,12,38,Thursday,True,photos/photo_20883@15-01-2026_20-38-59.jpg,$SPX |PUT HERO ! STOP 🛑 6986❌,SPX_PUT_HERO,6986,6986.0,6986.0,,,True,False,False,False,telegram_data/messages.html
29169,15.01.2026 20:57:51 UTC+03:00,2026-01-15 12:57:51,2026-01-15,12:57,12,57,Thursday,True,photos/photo_20884@15-01-2026_20-57-51.jpg,$SPX #تحديث ⚡️,SPX_UPDATE,,,,,,False,False,False,False,telegram_data/messages.html
29170,15.01.2026 21:51:56 UTC+03:00,2026-01-15 13:51:56,2026-01-15,13:51,13,51,Thursday,True,photos/photo_20885@15-01-2026_21-51-56.jpg,$SPX | #تحديث,SPX_UPDATE,,,,,,False,False,False,False,telegram_data/messages.html
29187,16.01.2026 18:43:41 UTC+03:00,2026-01-16 10:43:41,2026-01-16,10:43,10,43,Friday,True,photos/photo_20899@16-01-2026_18-43-41.jpg,#US500 #تحديث ضارب PUT أدنى 6978 ⛔️,SPX_PUT_ALERT,6978,6978.0,,6978.0,,False,False,False,False,telegram_data/messages.html
29192,16.01.2026 19:49:08 UTC+03:00,2026-01-16 11:49:08,2026-01-16,11:49,11,49,Friday,True,photos/photo_20904@16-01-2026_19-49-08.jpg,$SPX (w) PUT HERO | اليوم⚡️,SPX_PUT_HERO,,,,,,True,False,False,False,telegram_data/messages.html
29193,16.01.2026 19:49:08 UTC+03:00,2026-01-16 11:49:08,2026-01-16,11:49,11,49,Friday,True,photos/photo_20905@16-01-2026_19-49-08.jpg,$SPX (w) PUT HERO | اليوم⚡️,SPX_PUT_HERO,,,,,,True,False,False,False,telegram_data/messages.html
29194,16.01.2026 19:49:08 UTC+03:00,2026-01-16 11:49:08,2026-01-16,11:49,11,49,Friday,True,photos/photo_20906@16-01-2026_19-49-08.jpg,$SPX (w) PUT HERO | اليوم⚡️,SPX_PUT_HERO,,,,,,True,False,False,False,telegram_data/messages.html
29195,16.01.2026 19:50:28 UTC+03:00,2026-01-16 11:50:28,2026-01-16,11:50,11,50,Friday,True,photos/photo_20907@16-01-2026_19-50-28.jpg,$SPX #تحديث ⚡️,SPX_UPDATE,,,,,,False,False,False,False,telegram_data/messages.html
29201,16.01.2026 21:46:44 UTC+03:00,2026-01-16 13:46:44,2026-01-16,13:46,13,46,Friday,True,photos/photo_20910@16-01-2026_21-46-44.jpg,$SPX (w) PUT HERO | اليوم⚡️,SPX_PUT_HERO,,,,,,True,False,False,False,telegram_data/messages.html
29202,16.01.2026 21:46:44 UTC+03:00,2026-01-16 13:46:44,2026-01-16,13:46,13,46,Friday,True,photos/photo_20911@16-01-2026_21-46-44.jpg,$SPX (w) PUT HERO | اليوم⚡️,SPX_PUT_HERO,,,,,,True,False,False,False,telegram_data/messages.html
29204,16.01.2026 22:11:18 UTC+03:00,2026-01-16 14:11:18,2026-01-16,14:11,14,11,Friday,True,photos/photo_20912@16-01-2026_22-11-18.jpg,$SPX (w) PUT HERO | اليوم⚡️,SPX_PUT_HERO,,,,,,True,False,False,False,telegram_data/messages.html
29205,16.01.2026 22:11:18 UTC+03:00,2026-01-16 14:11:18,2026-01-16,14:11,14,11,Friday,True,photos/photo_20913@16-01-2026_22-11-18.jpg,$SPX (w) PUT HERO | اليوم⚡️,SPX_PUT_HERO,,,,,,True,False,False,False,telegram_data/messages.html
29206,16.01.2026 22:11:18 UTC+03:00,2026-01-16 14:11:18,2026-01-16,14:11,14,11,Friday,True,photos/photo_20914@16-01-2026_22-11-18.jpg,$SPX (w) PUT HERO | اليوم⚡️,SPX_PUT_HERO,,,,,,True,False,False,False,telegram_data/messages.html
29272,20.01.2026 17:45:50 UTC+03:00,2026-01-20 09:45:50,2026-01-20,09:45,9,45,Tuesday,True,photos/photo_20944@20-01-2026_17-45-50.jpg,#US500 #تحديث,SPX_UPDATE,,,,,,False,False,False,False,telegram_data/messages.html
29277,20.01.2026 19:02:26 UTC+03:00,2026-01-20 11:02:26,2026-01-20,11:02,11,2,Tuesday,True,photos/photo_20949@20-01-2026_19-02-26.jpg,$SPX ⚡️ #تحديث تجاوز منطقة الكهرباء يتفاعل الكول 🔥,SPX_UPDATE,,,,,,False,False,False,False,telegram_data/messages.html
29286,20.01.2026 21:01:28 UTC+03:00,2026-01-20 13:01:28,2026-01-20,13:01,13,1,Tuesday,True,photos/photo_20956@20-01-2026_21-01-28.jpg,$SPX #تحديث ⚡️ لمضارب الكول أعلى 6812-6820☑️ ضارب واستفيد ⛔️ المخاطرة عالية جداً,SPX_UPDATE,"6812,6820",6812.0,,,6812.0,False,False,False,True,telegram_data/messages.html
29292,20.01.2026 22:01:05 UTC+03:00,2026-01-20 14:01:05,2026-01-20,14:01,14,1,Tuesday,True,photos/photo_20959@20-01-2026_22-01-05.jpg,$SPX (CALL) HERO⚡️ STOP 🛑 6793 (15m)⛔️,SPX_CALL_ALERT,6793,6793.0,6793.0,,,True,False,False,False,telegram_data/messages.html
29300,20.01.2026 22:39:02 UTC+03:00,2026-01-20 14:39:02,2026-01-20,14:39,14,39,Tuesday,True,photos/photo_20965@20-01-2026_22-39-02.jpg,$SPX (CALL) HERO⚡️ STOP 🛑 6793 (15m)⛔️ دخولك من أرباحك فقط💰,SPX_CALL_ALERT,6793,6793.0,6793.0,,,True,False,False,False,telegram_data/messages.html
29302,20.01.2026 23:17:51 UTC+03:00,2026-01-20 15:17:51,2026-01-20,15:17,15,17,Tuesday,True,photos/photo_20967@20-01-2026_23-17-51.jpg,$SPX ⚡️ فشل البوت بعدم تجاوز نقطة 6809⛔️,SPX_ANALYSIS,6809,6809.0,,,,False,False,False,False,telegram_data/messages.html
29303,20.01.2026 23:19:43 UTC+03:00,2026-01-20 15:19:43,2026-01-20,15:19,15,19,Tuesday,True,photos/photo_20968@20-01-2026_23-19-43.jpg,$SPX احترم النقاط بالمللللي وارتد ⚡️ مهم تجاوز نقطة 6809 🔥,SPX_ANALYSIS,6809,6809.0,,,,False,False,False,False,telegram_data/messages.html
29304,20.01.2026 23:36:58 UTC+03:00,2026-01-20 15:36:58,2026-01-20,15:36,15,36,Tuesday,True,photos/photo_20969@20-01-2026_23-36-58.jpg,$SPX ⚡️ بشكل عام هل يحافظ 6791☑️ ؟,SPX_ANALYSIS,6791,6791.0,,,,False,False,False,False,telegram_data/messages.html
29312,21.01.2026 13:09:37 UTC+03:00,2026-01-21 05:09:37,2026-01-21,05:09,5,9,Wednesday,True,photos/photo_20973@21-01-2026_13-09-37.jpg,#US500 #تحديث,SPX_UPDATE,,,,,,False,False,False,False,telegram_data/messages.html
29321,21.01.2026 18:09:24 UTC+03:00,2026-01-21 10:09:24,2026-01-21,10:09,10,9,Wednesday,True,photos/photo_20982@21-01-2026_18-09-24.jpg,$SPX | #تحديث,SPX_UPDATE,,,,,,False,False,False,False,telegram_data/messages.html
29322,21.01.2026 18:53:04 UTC+03:00,2026-01-21 10:53:04,2026-01-21,10:53,10,53,Wednesday,True,photos/photo_20983@21-01-2026_18-53-04.jpg,$SPX ( STOP ) = 6885 (1D)⛔️,SPX_ANALYSIS,6885,6885.0,,,,False,False,False,False,telegram_data/messages.html
29323,21.01.2026 18:53:04 UTC+03:00,2026-01-21 10:53:04,2026-01-21,10:53,10,53,Wednesday,True,photos/photo_20984@21-01-2026_18-53-04.jpg,$SPX PUT HERO ⚡️ STOP 🛑 6885 ⛔️,SPX_PUT_HERO,6885,6885.0,6885.0,,,True,False,False,False,telegram_data/messages.html
29327,21.01.2026 19:55:52 UTC+03:00,2026-01-21 11:55:52,2026-01-21,11:55,11,55,Wednesday,True,photos/photo_20986@21-01-2026_19-55-52.jpg,$SPX | #تحديث ⚡️🐐 البوت مناسب ادنى 6845 👌🏻 كسر نقطة 6825 البوت سريع 🔥 نستهدف 6810-6800-6780 🎯,SPX_UPDATE,"6845,6825,6810,6800,6780",6845.0,,6845.0,,False,False,False,False,telegram_data/messages.html
29386,21.01.2026 21:24:57 UTC+03:00,2026-01-21 13:24:57,2026-01-21,13:24,13,24,Wednesday,True,photos/photo_21036@21-01-2026_21-24-57.jpg,$SPX !!!!!⚡️ PUT HEro⚡️,SPX_PUT_HERO,,,,,,True,False,False,False,telegram_data/messages.html
29392,21.01.2026 21:36:57 UTC+03:00,2026-01-21 13:36:57,2026-01-21,13:36,13,36,Wednesday,True,photos/photo_21041@21-01-2026_21-36-57.jpg,$SPX #تحديث ⚡️ أدنى 6845-6840 مناسب البوت ⛔️,SPX_UPDATE,"6845,6840",6845.0,,6845.0,,False,False,False,False,telegram_data/messages.html
29396,21.01.2026 22:04:12 UTC+03:00,2026-01-21 14:04:12,2026-01-21,14:04,14,4,Wednesday,True,photos/photo_21045@21-01-2026_22-04-12.jpg,$SPX ⚡️PUT HERO⚡️,SPX_PUT_HERO,,,,,,True,False,False,False,telegram_data/messages.html
